id,text,emotion,joy,sadness,anger,fear,surprise
2600,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2601,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2602,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2603,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2604,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2605,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2606,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2607,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2608,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2609,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2610,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2611,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2612,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2613,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2614,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2615,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2616,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2617,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2618,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2619,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2620,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2621,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2622,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2623,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2624,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2625,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2626,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2627,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2628,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2629,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2630,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2631,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2632,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2633,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2634,I'm scared and worried about this 😰,fear,0,0,0,1,0
2635,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2636,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2637,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2638,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2639,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2640,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2641,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2642,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2643,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2644,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2645,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2646,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2647,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2648,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2649,Amazed! What a twist!,surprise,0,0,0,0,1
2650,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2651,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2652,Panic setting in. Heart racing!,fear,0,0,0,1,0
2653,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2654,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2655,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2656,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2657,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2658,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2659,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2660,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2661,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2662,Delighted with the results! So pleased!,joy,1,0,0,0,0
2663,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2664,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2665,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2666,Delighted with the results! So pleased!,joy,1,0,0,0,0
2667,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2668,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2669,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2670,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2671,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2672,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2673,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2674,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2675,Lost something precious. So painful.,sadness,0,1,0,0,0
2676,Lost something precious. So painful.,sadness,0,1,0,0,0
2677,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2678,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2679,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2680,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2681,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2682,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2683,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2684,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2685,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2686,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2687,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2688,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2689,Lost something precious. So painful.,sadness,0,1,0,0,0
2690,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2691,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2692,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2693,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2694,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2695,Lost something precious. So painful.,sadness,0,1,0,0,0
2696,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2697,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2698,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2699,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2700,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2701,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2702,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2703,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2704,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2705,Livid! Can't believe this happened!,anger,0,0,1,0,0
2706,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2707,Lost something precious. So painful.,sadness,0,1,0,0,0
2708,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2709,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2710,Livid! Can't believe this happened!,anger,0,0,1,0,0
2711,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2712,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2713,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2714,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2715,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2716,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2717,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2718,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2719,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2720,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2721,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2722,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2723,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2724,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2725,Amazed! What a twist!,surprise,0,0,0,0,1
2726,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2727,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2728,Panic setting in. Heart racing!,fear,0,0,0,1,0
2729,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2730,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2731,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2732,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2733,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2734,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2735,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2736,Lost something precious. So painful.,sadness,0,1,0,0,0
2737,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2738,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2739,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2740,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2741,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2742,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2743,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2744,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2745,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2746,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2747,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2748,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2749,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2750,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2751,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2752,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2753,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2754,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2755,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2756,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2757,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2758,Amazed! What a twist!,surprise,0,0,0,0,1
2759,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2760,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2761,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2762,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2763,Lost something precious. So painful.,sadness,0,1,0,0,0
2764,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2765,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2766,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2767,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2768,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2769,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2770,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2771,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2772,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2773,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2774,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2775,Panic setting in. Heart racing!,fear,0,0,0,1,0
2776,Delighted with the results! So pleased!,joy,1,0,0,0,0
2777,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2778,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2779,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2780,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2781,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2782,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2783,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2784,Delighted with the results! So pleased!,joy,1,0,0,0,0
2785,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2786,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2787,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2788,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2789,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2790,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2791,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2792,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2793,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2794,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2795,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2796,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2797,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2798,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2799,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2800,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2801,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2802,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2803,Lost something precious. So painful.,sadness,0,1,0,0,0
2804,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2805,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2806,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2807,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2808,Livid! Can't believe this happened!,anger,0,0,1,0,0
2809,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2810,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2811,Livid! Can't believe this happened!,anger,0,0,1,0,0
2812,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2813,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2814,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2815,Livid! Can't believe this happened!,anger,0,0,1,0,0
2816,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2817,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2818,Amazed! What a twist!,surprise,0,0,0,0,1
2819,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2820,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2821,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2822,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2823,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2824,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2825,Panic setting in. Heart racing!,fear,0,0,0,1,0
2826,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2827,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2828,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2829,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2830,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2831,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2832,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2833,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2834,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2835,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2836,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2837,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2838,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2839,Amazed! What a twist!,surprise,0,0,0,0,1
2840,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2841,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2842,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2843,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2844,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2845,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2846,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2847,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2848,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2849,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2850,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2851,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2852,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2853,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2854,Livid! Can't believe this happened!,anger,0,0,1,0,0
2855,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2856,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2857,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2858,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2859,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2860,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2861,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2862,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2863,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2864,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2865,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2866,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2867,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2868,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2869,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2870,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2871,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2872,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2873,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2874,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2875,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2876,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2877,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2878,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2879,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2880,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2881,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2882,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2883,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2884,Livid! Can't believe this happened!,anger,0,0,1,0,0
2885,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2886,I'm scared and worried about this 😰,fear,0,0,0,1,0
2887,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2888,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2889,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2890,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2891,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2892,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2893,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2894,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2895,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2896,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2897,Delighted with the results! So pleased!,joy,1,0,0,0,0
2898,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2899,Panic setting in. Heart racing!,fear,0,0,0,1,0
2900,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2901,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2902,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2903,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2904,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2905,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2906,I'm scared and worried about this 😰,fear,0,0,0,1,0
2907,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2908,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2909,Amazed! What a twist!,surprise,0,0,0,0,1
2910,I'm scared and worried about this 😰,fear,0,0,0,1,0
2911,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2912,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2913,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2914,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2915,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2916,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2917,Lost something precious. So painful.,sadness,0,1,0,0,0
2918,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2919,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2920,Lost something precious. So painful.,sadness,0,1,0,0,0
2921,Amazed! What a twist!,surprise,0,0,0,0,1
2922,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2923,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2924,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2925,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2926,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2927,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2928,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2929,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2930,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2931,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2932,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2933,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2934,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2935,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2936,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2937,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2938,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2939,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2940,Amazed! What a twist!,surprise,0,0,0,0,1
2941,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2942,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2943,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2944,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2945,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2946,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2947,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2948,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2949,Panic setting in. Heart racing!,fear,0,0,0,1,0
2950,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2951,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2952,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2953,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2954,I'm scared and worried about this 😰,fear,0,0,0,1,0
2955,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2956,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2957,Livid! Can't believe this happened!,anger,0,0,1,0,0
2958,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2959,Livid! Can't believe this happened!,anger,0,0,1,0,0
2960,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2961,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2962,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2963,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2964,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2965,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2966,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2967,Amazed! What a twist!,surprise,0,0,0,0,1
2968,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2969,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2970,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2971,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2972,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2973,Delighted with the results! So pleased!,joy,1,0,0,0,0
2974,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2975,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2976,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2977,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2978,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2979,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2980,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2981,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2982,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2983,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2984,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2985,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2986,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2987,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2988,Delighted with the results! So pleased!,joy,1,0,0,0,0
2989,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2990,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2991,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2992,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2993,Amazed! What a twist!,surprise,0,0,0,0,1
2994,Livid! Can't believe this happened!,anger,0,0,1,0,0
2995,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2996,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2997,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2998,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2999,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
