id,sentiment,text
4223,negative,Poor writing! Predictable and dull!
4224,negative,Cheap materials! Falls apart easily!
4225,negative,Betrayed by someone I trusted! Hurt!
4226,negative,Terrible quality! Broke after one day!
4227,negative,Bad weather ruined everything!
4228,negative,Disappointing attractions! Not as described!
4229,negative,Horrible atmosphere! So uncomfortable!
4230,negative,Lost my job! Life is terrible!
4231,negative,Waste of time! Plot made no sense!
4232,negative,Drama everywhere! Can't stand it!
4233,negative,Dangerous location! Felt unsafe!
4234,negative,Defective product! Demands a refund!
4235,negative,Overpriced and tasteless! Not worth it!
4236,negative,Awful vacation! Everything went wrong! 😤
4237,negative,Inedible! Had to throw it away!
4238,negative,Bad luck follows me everywhere!
4239,negative,Disgusting food! Couldn't eat it! 🤢
4240,negative,Lost luggage! No compensation!
4241,negative,Disappointing attractions! Not as described!
4242,negative,Stressed and overwhelmed! Can't handle this!
4243,negative,Extremely disappointed! Not as advertised!
4244,negative,Disgusting food! Couldn't eat it! 🤢
4245,negative,Constant arguments! Exhausting!
4246,negative,Garbage app! Uninstalling immediately!
4247,negative,Overpriced tourist trap! Not worth visiting!
4248,negative,Poor writing! Predictable and dull!
4249,negative,Slow and laggy! Frustrating to use!
4250,negative,Disappointing sequel! Ruined the franchise!
4251,negative,Dangerous location! Felt unsafe!
4252,negative,Terrible update! Made everything worse!
4253,negative,Rude staff! Unpleasant experience!
4254,negative,Terrible update! Made everything worse!
4255,negative,Worst restaurant ever! Health hazard!
4256,negative,Overpriced and tasteless! Not worth it!
4257,negative,Disgusting food! Couldn't eat it! 🤢
4258,negative,Slow-paced and boring! Fell asleep!
4259,negative,Constant arguments! Exhausting!
4260,negative,Surrounded by fake people! So disappointed!
4261,negative,Exhausted and burnt out! Need a break!
4262,negative,Stale ingredients! Made me sick!
4263,negative,Slow-paced and boring! Fell asleep!
4264,negative,Cheap materials! Falls apart easily!
4265,negative,Nothing is going right! Worst day ever!
4266,negative,Poor craftsmanship! Very disappointing!
4267,negative,This app is broken! Crashes constantly! 💢
4268,negative,Terrible flight! Worst airline ever!
4269,negative,Failed again! So frustrated! 😞
4270,negative,Terrible flight! Worst airline ever!
4271,negative,Terrible flight! Worst airline ever!
4272,negative,Family problems! So stressful!
4273,negative,Horrible experience! Never again!
4274,negative,Stale ingredients! Made me sick!
4275,negative,Defective product! Demands a refund!
4276,negative,Rejected again! Why does this keep happening!
4277,negative,Cold food and dirty plates! Gross!
4278,negative,Disappointing attractions! Not as described!
4279,negative,Drama everywhere! Can't stand it!
4280,negative,Food poisoning! Never going back!
4281,negative,Terrible acting! So cringe-worthy!
4282,negative,Doesn't work as promised! False advertising!
4283,negative,Inedible! Had to throw it away!
4284,negative,Toxic environment! Need to get out!
4285,negative,Betrayed by someone I trusted! Hurt!
4286,negative,Terrible ending! What a letdown!
4287,negative,Terrible coworkers! Make work unbearable!
4288,negative,Overhyped! Didn't live up to expectations!
4289,negative,Poor writing! Predictable and dull!
4290,negative,Nothing is going right! Worst day ever!
4291,negative,Dirty hotel! Found bugs in the room!
4292,negative,Poor writing! Predictable and dull!
4293,negative,Disappointing attractions! Not as described!
4294,negative,Bad weather ruined everything!
4295,negative,Toxic environment! Need to get out!
4296,negative,Terrible coworkers! Make work unbearable!
4297,negative,Terrible update! Made everything worse!
4298,negative,Horrible experience! Never again!
4299,negative,Bad luck follows me everywhere!
4300,negative,Worst restaurant ever! Health hazard!
4301,negative,Disappointing attractions! Not as described!
4302,negative,Backstabbed by a friend! Trust issues!
4303,negative,Worst purchase ever! Complete waste of money! 😠
4304,negative,Toxic environment! Need to get out!
4305,negative,Dealing with so much negativity!
4306,negative,Lost luggage! No compensation!
4307,negative,Rude tour guide! Ruined the experience!
4308,negative,Stressed and overwhelmed! Can't handle this!
4309,negative,Rude tour guide! Ruined the experience!
4310,negative,Do NOT buy this! Total scam!
4311,negative,Dealing with so much negativity!
4312,negative,Bad luck follows me everywhere!
4313,negative,Disappointing sequel! Ruined the franchise!
4314,negative,Awful soundtrack! Hurt my ears!
4315,negative,Horrible atmosphere! So uncomfortable!
4316,negative,Disgusting food! Couldn't eat it! 🤢
4317,negative,Boring! Couldn't finish watching it! 😴
4318,negative,Not funny at all! Forced humor!
4319,negative,Poor craftsmanship! Very disappointing!
4320,negative,Drama everywhere! Can't stand it!
4321,negative,Lost my job! Life is terrible!
4322,negative,Terrible acting! So cringe-worthy!
4323,negative,This app is broken! Crashes constantly! 💢
4324,negative,Bad luck follows me everywhere!
4325,negative,Stressed and overwhelmed! Can't handle this!
4326,negative,Overpriced tourist trap! Not worth visiting!
4327,negative,Feeling hopeless! Everything is falling apart!
4328,negative,Lost luggage! No compensation!
4329,negative,Terrible service! Waited forever!
4330,negative,Defective product! Demands a refund!
4331,negative,Betrayed by someone I trusted! Hurt!
4332,negative,Drama everywhere! Can't stand it!
4333,negative,Terrible service! Waited forever!
4334,negative,Disappointing attractions! Not as described!
4335,negative,Nothing is going right! Worst day ever!
4336,negative,Drama everywhere! Can't stand it!
4337,negative,Awful service! They refused to help!
4338,negative,Terrible quality! Broke after one day!
4339,negative,Poor craftsmanship! Very disappointing!
4340,negative,Terrible flight! Worst airline ever!
4341,negative,Horrible atmosphere! So uncomfortable!
4342,negative,Surrounded by fake people! So disappointed!
4343,negative,Worst purchase ever! Complete waste of money! 😠
4344,negative,Cheap materials! Falls apart easily!
4345,negative,Exhausted and burnt out! Need a break!
4346,negative,Disgusting food! Couldn't eat it! 🤢
4347,negative,Drama everywhere! Can't stand it!
4348,negative,Nothing is going right! Worst day ever!
4349,negative,Surrounded by fake people! So disappointed!
4350,negative,Food poisoning! Never going back!
4351,negative,Surrounded by fake people! So disappointed!
4352,negative,Stale ingredients! Made me sick!
4353,negative,Defective product! Demands a refund!
4354,negative,Cold food and dirty plates! Gross!
4355,negative,Slow and laggy! Frustrating to use!
4356,negative,Buggy software! Waste of money!
4357,negative,Terrible service! Waited forever!
4358,negative,Awful soundtrack! Hurt my ears!
4359,negative,Stressed and overwhelmed! Can't handle this!
4360,negative,Confusing interface! Poor design!
4361,negative,Terrible ending! What a letdown!
4362,negative,Terrible flight! Worst airline ever!
4363,negative,Lonely and isolated! No one understands!
4364,negative,Food poisoning! Never going back!
4365,negative,Worst restaurant ever! Health hazard!
4366,negative,Lonely and isolated! No one understands!
4367,negative,Confusing interface! Poor design!
4368,negative,Terrible flight! Worst airline ever!
4369,negative,Useless features! Missing basics!
4370,negative,Slow-paced and boring! Fell asleep!
4371,negative,Privacy nightmare! Selling my data!
4372,negative,Boring! Couldn't finish watching it! 😴
4373,negative,Overpriced tourist trap! Not worth visiting!
4374,negative,Defective product! Demands a refund!
4375,negative,Overhyped! Didn't live up to expectations!
4376,negative,Backstabbed by a friend! Trust issues!
4377,negative,Terrible service! Waited forever!
4378,negative,Slow and laggy! Frustrating to use!
4379,negative,Overpriced and tasteless! Not worth it!
4380,negative,Useless features! Missing basics!
4381,negative,Doesn't work as promised! False advertising!
4382,negative,Horrible experience! Never again!
4383,negative,Slow-paced and boring! Fell asleep!
4384,negative,Stressed and overwhelmed! Can't handle this!
4385,negative,Cheap materials! Falls apart easily!
4386,negative,Stressed and overwhelmed! Can't handle this!
4387,negative,Awful service! They refused to help!
4388,negative,Cold food and dirty plates! Gross!
4389,negative,Boring! Couldn't finish watching it! 😴
4390,negative,Dirty hotel! Found bugs in the room!
4391,negative,Boring! Couldn't finish watching it! 😴
4392,negative,This app is broken! Crashes constantly! 💢
4393,negative,Terrible flight! Worst airline ever!
4394,negative,Overpriced garbage! Save your money!
4395,negative,Surrounded by fake people! So disappointed!
4396,negative,Boring! Couldn't finish watching it! 😴
4397,negative,Terrible update! Made everything worse!
4398,negative,Garbage app! Uninstalling immediately!
4399,negative,Dangerous location! Felt unsafe!
4400,negative,Inedible! Had to throw it away!
4401,negative,Dirty hotel! Found bugs in the room!
4402,negative,Overpriced and tasteless! Not worth it!
4403,negative,Dirty hotel! Found bugs in the room!
4404,negative,Bad weather ruined everything!
4405,negative,Disgusting food! Couldn't eat it! 🤢
4406,negative,Drama everywhere! Can't stand it!
4407,negative,Overpriced garbage! Save your money!
4408,negative,Bad luck follows me everywhere!
4409,negative,Exhausted and burnt out! Need a break!
4410,negative,Not funny at all! Forced humor!
4411,negative,Boring! Couldn't finish watching it! 😴
4412,negative,Poor craftsmanship! Very disappointing!
4413,negative,Horrible atmosphere! So uncomfortable!
4414,negative,Boring! Couldn't finish watching it! 😴
4415,negative,Bad weather ruined everything!
4416,negative,Terrible service! Waited forever!
4417,negative,Privacy nightmare! Selling my data!
4418,negative,Terrible coworkers! Make work unbearable!
4419,negative,Drama everywhere! Can't stand it!
4420,negative,Dealing with so much negativity!
4421,negative,Doesn't work as promised! False advertising!
4422,negative,Extremely disappointed! Not as advertised!
4423,negative,Disappointing attractions! Not as described!
4424,negative,Terrible service! Waited forever!
4425,negative,This app is broken! Crashes constantly! 💢
4426,negative,Overpriced garbage! Save your money!
4427,negative,Terrible quality! Broke after one day!
4428,negative,Failed again! So frustrated! 😞
4429,negative,Can't rely on anyone! On my own!
4430,negative,Awful soundtrack! Hurt my ears!
4431,negative,Terrible service! Waited forever!
4432,negative,Nothing is going right! Worst day ever!
4433,negative,Slow and laggy! Frustrating to use!
4434,negative,Overhyped! Didn't live up to expectations!
4435,negative,Overhyped! Didn't live up to expectations!
4436,negative,Poor craftsmanship! Very disappointing!
4437,negative,Rude staff! Unpleasant experience!
4438,negative,Failed again! So frustrated! 😞
4439,negative,Privacy nightmare! Selling my data!
4440,negative,Terrible update! Made everything worse!
4441,negative,Garbage app! Uninstalling immediately!
4442,negative,Worst restaurant ever! Health hazard!
4443,negative,People are so selfish! Unbelievable!
4444,negative,Feeling hopeless! Everything is falling apart!
4445,negative,Overpriced and tasteless! Not worth it!
4446,negative,Overpriced garbage! Save your money!
4447,negative,Stale ingredients! Made me sick!
4448,negative,Disappointing attractions! Not as described!
4449,negative,Horrible accommodation! Noisy and dirty!
4450,negative,Surrounded by fake people! So disappointed!
4451,negative,Boring! Couldn't finish watching it! 😴
4452,negative,Dangerous location! Felt unsafe!
4453,negative,Doesn't work as promised! False advertising!
4454,negative,Garbage app! Uninstalling immediately!
4455,negative,Overpriced tourist trap! Not worth visiting!
4456,negative,Not funny at all! Forced humor!
4457,negative,Lost luggage! No compensation!
4458,negative,Boring! Couldn't finish watching it! 😴
